HML_interaction,Stock,R_squared
1191.4668772941604,A,0.5139905817428263
-614.0873711191051,AAL,0.21954240864978547
739.8056663869164,AAPL,0.5164739841188539
963.3693591731515,ABT,0.3374651959183663
1322.1459800833404,ACGL,0.32378304285387827
85.14657893844105,ACN,0.5791122254835104
-782.0279375132951,ADBE,0.59559699884903
-88.18888779931017,ADI,0.43002691070522636
655.8640194626671,ADM,0.26879494953638405
-215.51281951336824,ADP,0.4222845122344979
127.02396156785592,ADSK,0.548320680404553
166.44078258418392,AEE,0.18074259789065406
64.64467632617892,AEP,0.11535033447257736
-194.18160726189384,AFL,0.6325230687172493
-984.0932160790315,AIG,0.23358826318878667
-228.50053051909399,AIZ,0.36381765591376125
244.41652287261257,AJG,0.483751397769302
-848.071556013557,AKAM,0.209515302869416
1421.4099216747875,ALB,0.3517413635097184
0.22736917815296986,ALGN,0.39018398944499655
-278.5017003935415,AMAT,0.5157699109973737
-644.2217141654965,AMD,0.389758171605176
233.19080263209332,AME,0.5311363602992962
321.27957627953117,AMGN,0.21944489445905757
272.7528092119804,AMP,0.7190688337310819
153.46397670589224,AMT,0.19103908931357172
376.81042351178115,AMZN,0.5225526662830445
18.913261833539853,ANSS,0.6001950798776345
322.6028572325044,AON,0.47657809950482577
515.0990076925563,AOS,0.4831307029724937
1823.7173340067059,APA,0.3452989362237956
612.697719674421,APD,0.49692471061879606
333.6738959556261,APH,0.5535137670331953
697.8622371248962,ARE,0.3542346467632358
-156.62589745597788,ATO,0.2437945099995633
-18.318103398126365,AVB,0.464825581984202
-264.99684867145976,AVGO,0.27409076676622357
-628.6617950909839,AVY,0.5393795687491836
160.09179860339447,AWK,0.19607495800896724
829.5323421075728,AXON,0.09645633650196461
-323.46115485587353,AXP,0.460449159758219
770.0485883166631,AZO,0.15049508819878965
-687.1792546407902,BAC,0.6165384716394122
-349.9790396329924,BALL,0.30208899481201623
957.8380955677895,BBWI,0.2367509512211824
213.06108968661664,BBY,0.2733373127289469
1122.2548556010556,BDX,0.3109746517457441
73.18925198835962,BEN,0.6466749072419449
-719.7923091744642,BG,0.2555920919077308
1251.2918203501606,BIIB,0.11976977831896751
263.96299783598903,BK,0.485950081329919
502.77600367481057,BKNG,0.30284026242120365
242.19450361601093,BKR,0.24154942036117233
-1322.3799789054574,BLDR,0.33261067115870235
-126.94575105848818,BLK,0.699776127810819
293.2458592170494,BMY,0.18871220777702924
-454.0625357322093,BR,0.32203352399657514
342.2708765693819,BRO,0.39570340669472237
424.27663021604525,BSX,0.23429030929005146
1057.6138037784688,BWA,0.4891331483931908
-18.803005919533867,BX,0.5431943881905046
484.00453944700286,BXP,0.42219476621424445
-1464.2892879519663,C,0.6481739155482928
453.50313775861275,CAG,0.19889123738001668
266.0934136268088,CAH,0.25489601362218883
-557.1048995474252,CAT,0.6049675848156164
855.9066672098,CB,0.5077235165995257
152.1491845695392,CBOE,0.08326555559319182
405.3869322453422,CBRE,0.4851884113892113
-297.5861524414173,CCI,0.25372339840600044
-13.669143884390111,CDNS,0.4220587600958502
-1147.0862802855017,CE,0.5430455887650235
1755.8065090703928,CF,0.18236611004643277
188.7118984669962,CHD,0.14946742219259024
331.06206672896735,CHRW,0.3060637406241743
600.0841587757823,CHTR,0.2753797846319296
1522.7428331613507,CI,0.2951590960229592
740.5291283589883,CINF,0.38848780165314856
403.988876662183,CL,0.2666880260247776
-667.7038461925421,CLX,0.15925267895777417
1160.8136470779657,CMA,0.48534500263023816
592.052754907594,CMCSA,0.43039473181553156
-58.88500603141333,CME,0.218111557185782
-395.7842108251984,CMG,0.26284935469499615
248.0560472875882,CMI,0.5373706272678743
392.92564793513407,CMS,0.08976323617563331
813.6528005930883,CNC,0.18471577664648708
85.77561845859752,CNP,0.19917994755104462
-1731.3423895384158,COF,0.6179679820628217
438.3895050917887,COO,0.22725701285664635
118.52340444968917,COP,0.3616589329263099
-87.97786039870387,COR,0.27185782387142843
-206.5879640143203,COST,0.48233714177715215
565.6014736428897,CPB,0.11938453825739237
-788.3905581581026,CPRT,0.3021667590740973
66.24795294325368,CPT,0.46173994319463874
758.887808855603,CRL,0.39241908907928447
-1360.8768990597484,CRM,0.43130249852384606
897.038742461164,CSCO,0.46951211486692723
152.8267890694326,CSGP,0.3524378721900806
131.66631783176734,CSX,0.5141224268630151
288.3692252167794,CTAS,0.49276524270044686
-1184.7236897105204,CTRA,0.24504697954085453
89.13797484033681,CTSH,0.3597334535740039
1636.49729997455,CVS,0.3423222962436566
185.38805441039574,CVX,0.48859548912418116
54.430276806148676,D,0.17291773663695764
-1395.3747208988714,DAL,0.3754961561400909
-144.4701540392653,DD,0.5220139946658107
672.5781783684125,DE,0.5316727536534034
-496.620276855532,DFS,0.5528550469048286
771.5096902373622,DG,0.09451899286463405
510.7241498613595,DGX,0.25527021444883224
299.13979671808187,DHI,0.23732548030642908
390.5835240544844,DHR,0.5183083188887863
581.6261591772009,DIS,0.5373830046211894
-562.2799402108614,DLR,0.2546724950461101
941.8438421442478,DLTR,0.1253445295099218
259.9504750404676,DOV,0.6580967832222762
826.2462098805695,DPZ,0.15398692334003983
-367.90306927826185,DRI,0.2106744238898689
-63.373990419758535,DTE,0.2616925120672957
109.47471322376974,DUK,0.09486685714016041
-376.29395977036614,DVA,0.3283583984611461
720.7049207529872,DVN,0.3357512400583269
2004.1363599933195,DXCM,0.1319905805519943
83.95735113852524,EA,0.2060660516229199
635.9038791691901,EBAY,0.4360910625015033
-175.2702983057884,ECL,0.5035586478382117
-178.45064685851102,ED,0.06853442655626563
-370.4750519138596,EFX,0.5364013982165203
1506.0036257641484,EG,0.2836212505933067
-205.61414559594877,EIX,0.14984026202563894
646.7959651977944,EL,0.4276810149254271
514.5448693814534,ELV,0.25708114807527327
-169.75226811530527,EMN,0.6353243945083686
571.7771266812468,EMR,0.5861469519787851
226.85994429461033,EOG,0.4182975093439877
-577.1701956149192,EQIX,0.3870574368895412
-40.897742494100235,EQR,0.46784083487198036
-1088.0280923908972,EQT,0.15325015420769295
261.673906822752,ESS,0.41581677660988436
-281.26184323557294,ETN,0.5996475357451332
65.58098147259331,ETR,0.18066727316810682
437.1049216690072,EVRG,0.17672956627807412
1322.6803217901615,EW,0.2828351413375252
120.93133041196914,EXC,0.11502702800888287
-518.5858415751321,EXPD,0.36777048911206967
-1068.5511311174403,EXPE,0.26381817422391973
-337.0422924141763,EXR,0.34299886613774544
-451.9811420464551,F,0.30256197675715946
370.4583387815874,FAST,0.38034984458776
468.5568518079452,FCX,0.29853916586118157
687.8404951810734,FDS,0.4356426134203868
-670.2501951232083,FDX,0.5436688929130742
-41.470909365210424,FE,0.0390105365299831
28.458301964671236,FFIV,0.3453135434589263
217.69671870901573,FI,0.447123588072008
-1080.7350137560998,FICO,0.4953411856741301
-1154.9368487541537,FITB,0.5346584258107476
-574.3932190631142,FLT,0.3594340508684565
813.3749569389786,FMC,0.42877379079978895
593.1412436048792,FRT,0.4608937155207785
-790.3860952501353,FSLR,0.16757285763371155
1093.0422669409916,FTNT,0.314987685438619
788.7987315402474,GD,0.4507869663961823
-1642.7133631062957,GE,0.5640628639935983
-631.1086923231638,GEN,0.17066929046039003
777.6101721258059,GILD,0.1488111886826543
548.941162378096,GIS,0.1062080719307662
-252.6079814440727,GL,0.736990207414706
815.7713962064608,GLW,0.4519237454006677
-549.2109815037319,GM,0.3900691567338471
-233.65970863459634,GNRC,0.23692600677200593
-335.9996060386613,GOOG,0.464123988894545
-309.1566946586802,GOOGL,0.4619604426553081
420.9785059942266,GPC,0.5032473505446319
909.1245883142392,GPN,0.37783548731995387
-54.340257011158464,GRMN,0.34629111582718963
498.27058422044325,GS,0.49916475939934746
188.3644838794088,GWW,0.3792859727886544
1546.814031039749,HAL,0.33782177273621183
-363.6144726000963,HBAN,0.5674395672284518
73.17447761133646,HCA,0.3498339096555163
213.7047941025086,HD,0.4523123050286664
279.32422203643705,HES,0.2666262261885729
-680.8027092764096,HIG,0.5874703713038438
-442.4640120432207,HII,0.4068480507587471
636.8587355541106,HOLX,0.314500295160958
266.32810704382706,HON,0.6886524984680785
306.18855650873496,HPQ,0.3428985253601612
1361.0477011954704,HRL,0.12951707089374953
538.897277365941,HSIC,0.36552642816569536
-1137.6205847427464,HST,0.5084216053025632
703.443363297521,HSY,0.05413993169656306
-546.0900051944017,HUBB,0.44878791811510654
778.6576233837234,HUM,0.26105940756471013
-46.72250455037493,IBM,0.2824568342458177
125.60969801452141,ICE,0.38005657062573195
183.39302044206025,IDXX,0.45666601626044867
100.72092605801099,IEX,0.6290171520045379
1263.049661095574,IFF,0.35978433408063026
1432.1009307879367,INCY,0.20677642093194004
-1975.938054669412,INTC,0.41555931144833247
174.7245293179348,INTU,0.48706723597503143
-893.4681397951058,IP,0.5844757912957297
0.9039963573543388,IPG,0.3756373947866498
-21.213949747174617,IRM,0.2572849680704008
378.6866036828709,ISRG,0.386835753698912
-1012.8913925818871,IT,0.4863878687798986
243.7875666146139,ITW,0.612569248900162
-425.77694131246136,J,0.4719332172926911
459.6753071247389,JBHT,0.5067644723526945
-114.05160503823824,JBL,0.387179616679862
600.4408894028903,JCI,0.4420705962619291
673.3833384055881,JKHY,0.41777825107764377
375.8766210127091,JNJ,0.3791458501783058
-60.98405433310184,JNPR,0.4056549180642548
-152.62546067408036,JPM,0.6478710749603802
169.7171948402009,K,0.16782137975049172
755.775222201949,KDP,0.27246632276954796
784.9861142401883,KEY,0.3108971476275304
178.46493318471855,KIM,0.3202666355974475
-250.50016508714407,KLAC,0.4933023154411448
103.47694499519172,KMB,0.14262110132271733
-635.0455160917583,KMI,0.28868236116747825
801.0425969791604,KMX,0.2764422882961275
193.07702011104305,KO,0.27190978812238975
456.3474273064676,KR,0.14442467445224794
111.93786442029214,L,0.6421083073776328
1325.890339624519,LDOS,0.20143210096998576
4.4683296640179355,LEN,0.429593255072388
522.8719478762929,LH,0.37432326522737447
808.8062095069089,LHX,0.23636427383048042
495.22628400092003,LIN,0.5398157307916521
503.82233217432986,LKQ,0.22358090635092198
-380.2234731406689,LLY,0.12681451240250996
562.9782389674763,LMT,0.3654382724851992
242.3532965098297,LNT,0.19525077672820546
332.33487029861027,LOW,0.4515234243307955
-565.063228402852,LRCX,0.45935028913188514
350.2615128447475,LULU,0.31233535591573913
-907.2897324455973,LUV,0.40948478241263275
102.78141992771968,LVS,0.46339151510445675
-871.6098604553495,LYB,0.5400734885080153
-251.21989136902874,LYV,0.3225703611059303
523.9118268972641,MA,0.4368948402674968
274.71050727019775,MAA,0.40385506701862306
-320.9680198258598,MAR,0.5318286906005916
-433.9447359876047,MAS,0.6273286801181552
-273.1198307562644,MCD,0.27790038057830047
150.37275485162718,MCHP,0.47497016546681226
300.575504657707,MCK,0.1530238336534684
-379.3618593715373,MCO,0.447576961758987
55.20795675421456,MDLZ,0.3045667672088386
688.3140672406325,MDT,0.380973837446418
663.371747741118,MET,0.7023313889912233
-307.15496458130804,MGM,0.2613870203857116
590.8889631696452,MKC,0.17134888810139048
150.82969391684892,MKTX,0.15180261085523983
-835.2188551875439,MLM,0.324802942212871
79.97884503968535,MMC,0.5694246208972575
825.1574045420172,MNST,0.19381796028806575
973.4579295321589,MO,0.1632046474881349
1098.776174573378,MOH,0.16188133641787839
1237.6207455030597,MOS,0.23158870937417952
168.30778361910097,MPC,0.4430166112169234
-18.784903722040408,MPWR,0.3878975681328962
217.16214327940872,MRK,0.2598525795787572
524.953694313648,MRO,0.3350359533809638
971.2203266750455,MS,0.3982429115705981
502.4034668705306,MSCI,0.5147630251109878
-460.0621943999415,MSFT,0.5540356599073899
-711.899336732409,MSI,0.3433295817549852
-523.9593930381953,MTB,0.46303179032650377
334.2718642430729,MTCH,0.22112125030522523
1092.3276161630408,MTD,0.5062201199138061
509.4395892903199,NDAQ,0.35587127377853045
-242.75973349889458,NDSN,0.5235232516666897
789.7583531843405,NEE,0.19749024832891315
307.63486702209235,NFLX,0.14548131659410446
68.2373707769637,NI,0.23823592986395947
975.1107833094796,NKE,0.390373930692664
975.5351668697551,NOC,0.292138758947315
-215.08640040063696,NSC,0.5162687779940849
112.892698173899,NTAP,0.39889656573035726
378.35714391923824,NTRS,0.3749155055124024
-1015.204620201369,NUE,0.4466595577219331
-889.056175362656,NVDA,0.4137073986788896
-325.1004892159936,NVR,0.35917548930858456
-1502.6657536068958,NXPI,0.3993461218962069
174.2183586615002,O,0.30848862059684345
-168.38945578492277,ODFL,0.4055449322096111
207.4587212662358,OKE,0.31466178304724923
398.76372263531346,OMC,0.38239341666966953
308.0807064576898,ON,0.3655618138941171
953.6341285227584,ORLY,0.20928806665570265
518.5020259449542,OXY,0.25325098195733853
-78.95191124068995,PAYX,0.5578962964153595
-495.3701942693829,PCAR,0.46010991097239007
436.86563796464463,PCG,0.025322181264728294
-87.29830641053094,PEAK,0.30588379625384565
214.72788644433297,PEG,0.13225399832740947
286.4666344449785,PEP,0.2724842943061385
701.1595255770226,PFE,0.34095754424552394
427.1532123689733,PFG,0.5074796671292967
70.25776072703016,PG,0.21753338337775607
306.92209455540456,PGR,0.32482219416820823
-348.1206799722702,PH,0.5481955468059655
-319.8317996939434,PHM,0.2923595647733739
181.61929214101247,PKG,0.51952956373367
-736.347999516303,PLD,0.6531643128360045
332.215706977534,PM,0.3701598272211102
89.96852231498708,PNC,0.5756870088485098
5.557931662307668,PNR,0.40683730761107506
-106.72873299354924,PNW,0.158001004467058
-223.49740686204967,PODD,0.139633792543019
118.8667740472289,POOL,0.32499657544596827
-220.80322651749398,PPG,0.6376070969353302
423.1624928815731,PPL,0.251674084354377
322.4226556753544,PRU,0.6566957403314828
-188.62732934444304,PSA,0.35015811490268944
-768.0007213017869,PTC,0.4970328750716314
-1342.5728100466495,PWR,0.28314972110467806
187.4978520060492,PXD,0.4027071010564657
207.35995533165416,QCOM,0.3137638395773583
-2132.9469926299384,RCL,0.5491056080232766
495.70273211477974,REG,0.45644416910850016
1404.8517175018885,REGN,0.06727782933770765
-576.5847025168927,RF,0.448783214605189
580.8132590863577,RHI,0.46026830197320956
532.25477747214,RJF,0.460038493411305
-404.64537977189406,RL,0.3784895737463242
1311.439339745768,RMD,0.1881512341200282
275.3604736396201,ROK,0.5305827563320432
-218.4426320498071,ROL,0.21336523909991967
434.4567523114008,ROP,0.522729970978484
397.0726122357448,ROST,0.2685751536151534
85.00288256949302,RSG,0.244496023172049
860.5547097185118,RTX,0.5076764666205497
1114.368750306076,RVTY,0.4001735047470729
500.76940658052365,SBAC,0.1892996239307968
864.9652815266177,SBUX,0.37343739851209024
1339.7431356881643,SCHW,0.3683668700195183
-374.02989316894923,SHW,0.4223262600192259
637.2196034466273,SJM,0.0851794413033583
1384.3436057959211,SLB,0.4519805989004614
-662.1145077979464,SNA,0.5392269578353888
-509.54368587225883,SNPS,0.5447736596173736
-96.33591356576972,SO,0.11416070790736976
403.57094461025093,SPG,0.40666262811045617
-40.63786227478861,SPGI,0.46519211153081497
192.26918085267891,SRE,0.22078689510691685
549.3273860707858,STE,0.32509018744449103
-334.19166530574273,STLD,0.4650549209400797
392.07723894255867,STT,0.5425956280694977
-33.88271515911456,STZ,0.17479938014072416
794.105505053332,SWKS,0.24914842972692852
286.0935822121758,SYK,0.3848778852926006
140.91015953142593,SYY,0.32914147032796226
-311.3739289164913,T,0.2650321585801446
-675.7889938054941,TAP,0.27673113233282853
-73.88403123282684,TDG,0.3642952823358949
-293.01886060085155,TDY,0.586564767068023
264.89629467437373,TECH,0.48864264407071367
45.32602736050963,TEL,0.5711564085023213
112.87502329368033,TER,0.4083212143459698
934.3753145467261,TFX,0.3119607593525535
-182.63385823579148,TGT,0.23844675079107525
829.5502232861878,TJX,0.3350899768808172
605.6843856534256,TMO,0.36992572580999705
434.5653617511395,TMUS,0.09785950850305458
-756.5486918359123,TPR,0.2882928347084418
549.9138538128357,TRGP,0.2957067631731365
203.5474882014464,TRMB,0.5715557650686478
0.8018240832649786,TROW,0.6964583312201678
570.2490069443496,TRV,0.4449894220428746
1148.021042105477,TSCO,0.3352604559532044
-408.1887400682899,TSLA,0.20985792805571213
774.9035659341106,TT,0.44676709291804073
-106.61908479006358,TXN,0.5291498078923786
792.0004201127659,TXT,0.5824663593499325
175.88114356998304,TYL,0.32430099613140395
-766.5953711435114,UAL,0.1848197134494406
55.64310058210668,UDR,0.44562020329760166
643.6197804472657,UHS,0.40264312618380615
1117.9662900228846,ULTA,0.23973247411149212
649.1344854776848,UNH,0.34973693804146366
503.6741650581656,UNP,0.5443208787511069
267.5998131002277,UPS,0.5615200475204234
115.84037514168467,URI,0.43949627349542963
-208.00793677345902,USB,0.5560215606148542
691.5136021981245,V,0.44021795381731244
258.21634732113597,VLO,0.30291876422492403
-989.9180755308407,VMC,0.373332140245785
-376.40221328330165,VRSK,0.31391940209579516
338.78252667298693,VRSN,0.3814216897497892
1282.1243476440823,VRTX,0.09037416423110856
1053.9475514972125,VTRS,0.23841991208987412
-42.98263919701755,VZ,0.17702604360445462
83.3638017361744,WAB,0.49002242315982847
1238.5029650373217,WAT,0.3355431560792277
1343.6303863973278,WBA,0.27191883246807325
-33.274683858458346,WEC,0.07081788481324947
74.58557653282205,WELL,0.30288884552579365
-435.31013635035396,WFC,0.6271252380031848
-271.68019518296,WHR,0.49912708058579136
-165.36986702707554,WM,0.33004098452380193
-505.82730271197926,WMB,0.36156382892625627
275.09441757454806,WMT,0.16506766735775602
429.52592923302103,WRB,0.3976829490536701
670.2315604408946,WST,0.41316729832012267
680.839474201656,WTW,0.3095021537145747
-39.81006998376135,WY,0.5481859313825084
710.3624384520588,WYNN,0.4594791328203025
320.3419244690826,XEL,0.09783271360655665
324.031868307415,XOM,0.3736886211455276
554.8443234368099,YUM,0.33375001455908404
395.1109055100939,ZBH,0.37820939538982457
310.25521336797254,ZBRA,0.45830632129340776
143.62704651899213,ZION,0.5358802783459866
